WKT,nombre,descripci√≥n,
POINT (-77.0245219 38.915201),Nodo 1008,,
POINT (-77.0245434 38.915585),Nodo 1009,,
POINT (-77.0239855 38.9155933),Nodo 1010,,
POINT (-77.0240069 38.9148462),Nodo 1011,,
POINT (-77.0434585 38.9158955),Nodo 1012,,
POINT (-77.0434344 38.9157598),Nodo 1013,,
POINT (-77.0429033 38.9161731),Nodo 1014,,
POINT (-77.0437518 38.9165343),Nodo 1015,,
POINT (-77.043902 38.9169851),Nodo 1016,,
POINT (-77.0440522 38.9174025),Nodo 1017,,
POINT (-77.0442722 38.9178282),Nodo 1018,,
POINT (-77.0420566 38.9178157),Nodo 1019,,
POINT (-77.041649 38.9178157),Nodo 1020,,
POINT (-77.0416704 38.9174067),Nodo 1021,,
POINT (-77.0416396 38.9170435),Nodo 1022,,
POINT (-77.0416597 38.9169622),Nodo 1023,,
POINT (-77.0416329 38.9168202),Nodo 1024,,
POINT (-77.0411998 38.9170251),Nodo 1025,,
POINT (-77.0407881 38.9170147),Nodo 1026,,
POINT (-77.0416397 38.9165649),Nodo 1027,,
POINT (-77.0416759 38.9162767),Nodo 1028,,
POINT (-77.0416813 38.9159908),Nodo 1029,,
POINT (-77.0400934 38.915995),Nodo 1030,,
POINT (-77.040072 38.9162913),Nodo 1031,,
POINT (-77.0400988 38.9166002),Nodo 1032,,
POINT (-77.0400773 38.9169967),Nodo 1033,,
POINT (-77.0385002 38.9169902),Nodo 1034,,
POINT (-77.0385109 38.916602),Nodo 1035,,
POINT (-77.038527 38.9162932),Nodo 1036,,
POINT (-77.0365475 38.916986),Nodo 1037,,
POINT (-77.0365046 38.9162723),Nodo 1038,,
POINT (-77.0345788 38.9162973),Nodo 1039,,
POINT (-77.0362417 38.9169902),Nodo 1040,,
POINT (-77.0354854 38.9169944),Nodo 1041,,
POINT (-77.0359468 38.9165603),Nodo 1042,,
POINT (-77.0359414 38.9162973),Nodo 1043,,
POINT (-77.0350455 38.9162806),Nodo 1044,,
POINT (-77.0350455 38.9165979),Nodo 1045,,
POINT (-77.0350401 38.9169818),Nodo 1046,,
POINT (-77.0345371 38.916993),Nodo 1047,,
POINT (-77.0345438 38.9167791),Nodo 1048,,
POINT (-77.034533 38.9166111),Nodo 1049,,
POINT (-77.0343024 38.9166341),Nodo 1050,,
POINT (-77.0343091 38.9168313),Nodo 1051,,
POINT (-77.0343024 38.9169927),Nodo 1052,,
POINT (-77.033994 38.9168362),Nodo 1053,,
POINT (-77.0339712 38.9169906),Nodo 1054,,
POINT (-77.0332638 38.9169981),Nodo 1055,,
POINT (-77.0332451 38.916276),Nodo 1056,,
POINT (-77.033803 38.9162802),Nodo 1057,,
POINT (-77.0326845 38.9162802),Nodo 1058,,
POINT (-77.0319576 38.9170102),Nodo 1059,,
POINT (-77.031963 38.9162985),Nodo 1060,,
POINT (-77.0313568 38.916286),Nodo 1061,,
POINT (-77.0313568 38.9159959),Nodo 1062,,
POINT (-77.0296509 38.9159772),Nodo 1063,,
POINT (-77.0296482 38.9162818),Nodo 1064,,
POINT (-77.0296348 38.9166032),Nodo 1065,,
POINT (-77.0313326 38.9165991),Nodo 1066,,
POINT (-77.0314057 38.9170275),Nodo 1067,,
POINT (-77.0313256 38.9169913),Nodo 1068,,
POINT (-77.0310333 38.9170268),Nodo 1069,,
POINT (-77.0310359 38.9175402),Nodo 1070,,
POINT (-77.0296247 38.9169916),Nodo 1071,,
POINT (-77.0291623 38.9170013),Nodo 1072,,
POINT (-77.0281098 38.9170109),Nodo 1073,,
POINT (-77.028091 38.9165956),Nodo 1074,,
POINT (-77.0288635 38.9165893),Nodo 1075,,
POINT (-77.0288519 38.9160078),Nodo 1076,,
POINT (-77.0280928 38.9160057),Nodo 1077,,
POINT (-77.0275987 38.916997),Nodo 1078,,
POINT (-77.027089 38.9169782),Nodo 1079,,
POINT (-77.0270247 38.9159932),Nodo 1080,,
POINT (-77.0259786 38.9170158),Nodo 1081,,
POINT (-77.0253831 38.9169988),Nodo 1082,,
POINT (-77.0252785 38.9169936),Nodo 1083,,
POINT (-77.0257284 38.9164304),Nodo 1084,,
POINT (-77.0256399 38.916374),Nodo 1085,,
POINT (-77.0247013 38.9170008),Nodo 1086,,
POINT (-77.0239557 38.917007),Nodo 1087,,
POINT (-77.0229284 38.9167211),Nodo 1088,,
POINT (-77.0410969 38.9178138),Nodo 1089,,
POINT (-77.0410405 38.9171356),Nodo 1090,,
POINT (-77.0408877 38.9171857),Nodo 1091,,
POINT (-77.0407509 38.9173422),Nodo 1092,,
POINT (-77.0405577 38.9175947),Nodo 1093,,
POINT (-77.0404102 38.9178222),Nodo 1094,,
POINT (-77.038496 38.9173625),Nodo 1095,,
POINT (-77.038496 38.9175733),Nodo 1096,,
POINT (-77.0384934 38.917784),Nodo 1097,,
POINT (-77.0401349 38.9180762),Nodo 1098,,
POINT (-77.0395984 38.9182077),Nodo 1099,,
POINT (-77.0384826 38.9181221),Nodo 1100,,
POINT (-77.0365389 38.9181236),Nodo 1101,,
POINT (-77.0362841 38.9172638),Nodo 1102,,
POINT (-77.0357718 38.9181153),Nodo 1103,,
POINT (-77.0355304 38.9181048),Nodo 1104,,
POINT (-77.0350797 38.9181048),Nodo 1105,,
POINT (-77.0345272 38.9181153),Nodo 1106,,
POINT (-77.0319737 38.918107),Nodo 1107,,
POINT (-77.0312442 38.9181174),Nodo 1108,,
POINT (-77.0302679 38.9181111),Nodo 1109,,
POINT (-77.0296214 38.918107),Nodo 1110,,
POINT (-77.0291306 38.9181049),Nodo 1111,,
POINT (-77.0288396 38.9181153),Nodo 1112,,
POINT (-77.0280835 38.9181072),Nodo 1113,,
POINT (-77.0276169 38.9181199),Nodo 1114,,
POINT (-77.0270483 38.9181199),Nodo 1115,,
POINT (-77.0260022 38.9181199),Nodo 1116,,
POINT (-77.0247249 38.9180959),Nodo 1117,,
POINT (-77.0246096 38.9180474),Nodo 1118,,
POINT (-77.0246739 38.9179889),Nodo 1119,,
POINT (-77.0243326 38.9182112),Nodo 1120,,
POINT (-77.024161 38.9179483),Nodo 1121,,
POINT (-77.0240081 38.9177667),Nodo 1122,,
POINT (-77.0229493 38.9177719),Nodo 1123,,
POINT (-77.0220453 38.9177651),Nodo 1124,,
POINT (-77.0219005 38.9177208),Nodo 1125,,
POINT (-77.0219112 38.9177965),Nodo 1126,,
POINT (-77.0444308 38.9183005),Nodo 1127,,
POINT (-77.04464 38.9187053),Nodo 1128,,
POINT (-77.0446684 38.9192232),Nodo 1129,,
POINT (-77.0420503 38.9182695),Nodo 1130,,
POINT (-77.0416801 38.9182904),Nodo 1131,,
POINT (-77.0416694 38.9187579),Nodo 1132,,
POINT (-77.0416855 38.9192128),Nodo 1133,,
POINT (-77.0420986 38.9196928),Nodo 1134,,
POINT (-77.0416748 38.9196886),Nodo 1135,,
POINT (-77.0421629 38.9201227),Nodo 1136,,
POINT (-77.0418625 38.9201519),Nodo 1137,,
POINT (-77.0420127 38.9205859),Nodo 1138,,
POINT (-77.0429676 38.9210492),Nodo 1139,,
POINT (-77.0421093 38.9210576),Nodo 1140,,
POINT (-77.041648 38.9211035),Nodo 1141,,
POINT (-77.0412027 38.9197804),Nodo 1142,,
POINT (-77.0407628 38.9198639),Nodo 1143,,
POINT (-77.0404463 38.9189373),Nodo 1144,,
POINT (-77.0393734 38.9192754),Nodo 1145,,
POINT (-77.0389014 38.9184323),Nodo 1146,,
POINT (-77.0384937 38.9185116),Nodo 1147,,
POINT (-77.0365249 38.9191419),Nodo 1148,,
POINT (-77.0358329 38.9191544),Nodo 1149,,
POINT (-77.0347493 38.9191669),Nodo 1150,,
POINT (-77.0346581 38.9189853),Nodo 1151,,
POINT (-77.0345347 38.9186661),Nodo 1152,,
POINT (-77.0344598 38.9191648),Nodo 1153,,
POINT (-77.032593 38.9191815),Nodo 1154,,
POINT (-77.0326145 38.9186514),Nodo 1155,,
POINT (-77.0325957 38.918113),Nodo 1156,,
POINT (-77.031952 38.9191815),Nodo 1157,,
POINT (-77.0312465 38.9191732),Nodo 1158,,
POINT (-77.0312492 38.9188374),Nodo 1159,,
POINT (-77.0312304 38.9184326),Nodo 1160,,
POINT (-77.0302407 38.9184472),Nodo 1161,,
POINT (-77.0302621 38.9188333),Nodo 1162,,
POINT (-77.030297 38.9191755),Nodo 1163,,
POINT (-77.0296345 38.9191651),Nodo 1164,,
POINT (-77.0288406 38.9191713),Nodo 1165,,
POINT (-77.0280869 38.9191818),Nodo 1166,,
POINT (-77.0275992 38.9191825),Nodo 1167,,
POINT (-77.0270413 38.9191783),Nodo 1168,,
POINT (-77.0270252 38.9184834),Nodo 1169,,
POINT (-77.0264995 38.918498),Nodo 1170,,
POINT (-77.0265048 38.9191804),Nodo 1171,,
POINT (-77.0259898 38.9184729),Nodo 1172,,
POINT (-77.0259925 38.9187839),Nodo 1173,,
POINT (-77.0259952 38.9191658),Nodo 1174,,
POINT (-77.0248821 38.919195),Nodo 1175,,
POINT (-77.024813 38.9191308),Nodo 1176,,
POINT (-77.0245307 38.9185642),Nodo 1177,,
POINT (-77.0239248 38.919144),Nodo 1178,,
POINT (-77.0252095 38.9199432),Nodo 1179,,
POINT (-77.0218997 38.9190042),Nodo 1180,,
POINT (-77.0408594 38.920181),Nodo 1181,,
POINT (-77.0404678 38.9204148),Nodo 1182,,
POINT (-77.0400386 38.9206568),Nodo 1183,,
POINT (-77.0389068 38.9213246),Nodo 1184,,
POINT (-77.0388019 38.9201073),Nodo 1185,,
POINT (-77.0371229 38.9203118),Nodo 1186,,
POINT (-77.0365339 38.9203678),Nodo 1187,,
POINT (-77.0371239 38.9196792),Nodo 1188,,
POINT (-77.0365619 38.9209562),Nodo 1189,,
POINT (-77.0347822 38.9205805),Nodo 1190,,
POINT (-77.032513 38.9205638),Nodo 1191,,
POINT (-77.03243 38.9199608),Nodo 1192,,
POINT (-77.0318667 38.9205952),Nodo 1193,,
POINT (-77.0319633 38.9200527),Nodo 1194,,
POINT (-77.0314182 38.9201567),Nodo 1195,,
POINT (-77.0309515 38.9202527),Nodo 1196,,
POINT (-77.0309864 38.9197289),Nodo 1197,,
POINT (-77.0302219 38.9198019),Nodo 1198,,
POINT (-77.0302622 38.9203758),Nodo 1199,,
POINT (-77.029677 38.9204885),Nodo 1200,,
POINT (-77.0296408 38.9202788),Nodo 1201,,
POINT (-77.0294892 38.9205292),Nodo 1202,,
POINT (-77.029162 38.9205887),Nodo 1203,,
POINT (-77.0296153 38.9195119),Nodo 1204,,
POINT (-77.0291459 38.9195014),Nodo 1205,,
POINT (-77.0288267 38.9195369),Nodo 1206,,
POINT (-77.0285081 38.9195064),Nodo 1207,,
POINT (-77.0280897 38.919521),Nodo 1208,,
POINT (-77.0288689 38.9206229),Nodo 1209,,
POINT (-77.0285202 38.9206688),Nodo 1210,,
POINT (-77.0280642 38.9206897),Nodo 1211,,
POINT (-77.0276136 38.9207189),Nodo 1212,,
POINT (-77.0270316 38.9207523),Nodo 1213,,
POINT (-77.0259801 38.920529),Nodo 1214,,
POINT (-77.0252345 38.9206792),Nodo 1215,,
POINT (-77.0240764 38.9207606),Nodo 1216,,
POINT (-77.0231322 38.9208149),Nodo 1217,,
POINT (-77.0220701 38.9209735),Nodo 1218,,
POINT (-77.0365312 38.922694),Nodo 1219,,
POINT (-77.035168 38.92107),Nodo 1220,,
POINT (-77.0352002 38.9214582),Nodo 1221,,
POINT (-77.0325971 38.9210925),Nodo 1222,,
POINT (-77.0326132 38.9216184),Nodo 1223,,
POINT (-77.031954 38.9216601),Nodo 1224,,
POINT (-77.03208 38.9226701),Nodo 1225,,
POINT (-77.0329008 38.9226492),Nodo 1226,,
POINT (-77.033971 38.922607),Nodo 1227,,
POINT (-77.0346657 38.9225908),Nodo 1228,,
POINT (-77.0319812 38.922416),Nodo 1229,,
POINT (-77.0318202 38.9210763),Nodo 1230,,
POINT (-77.0312623 38.9210679),Nodo 1231,,
POINT (-77.0312409 38.9202228),Nodo 1232,,
POINT (-77.0297142 38.921089),Nodo 1233,,
POINT (-77.0297115 38.9215001),Nodo 1234,,
POINT (-77.0297142 38.9224391),Nodo 1235,,
POINT (-77.0280368 38.9224457),Nodo 1236,,
POINT (-77.0270712 38.9224164),Nodo 1237,,
POINT (-77.043304 38.9220701),Nodo 1238,,
POINT (-77.0432074 38.922333),Nodo 1239,,
POINT (-77.0426677 38.9226674),Nodo 1240,,
POINT (-77.0420702 38.9230467),Nodo 1241,,
POINT (-77.0419307 38.9231594),Nodo 1242,,
POINT (-77.0414694 38.9234724),Nodo 1243,,
POINT (-77.0413896 38.9230701),Nodo 1244,,
POINT (-77.0413534 38.9225834),Nodo 1245,,
POINT (-77.040697 38.9215212),Nodo 1246,,
POINT (-77.0405687 38.9203592),Nodo 1247,,
POINT (-77.040141 38.9215591),Nodo 1248,,
POINT (-77.0402315 38.9231143),Nodo 1249,,
POINT (-77.0390001 38.923156),Nodo 1250,,
POINT (-77.0377849 38.9232159),Nodo 1251,,
POINT (-77.0364685 38.9232467),Nodo 1252,,
POINT (-77.0353199 38.9233844),Nodo 1253,,
POINT (-77.0346982 38.9234371),Nodo 1254,,
POINT (-77.0340759 38.9234914),Nodo 1255,,
POINT (-77.0330245 38.9235456),Nodo 1256,,
POINT (-77.0325085 38.9235855),Nodo 1257,,
POINT (-77.032133 38.9235968),Nodo 1258,,
POINT (-77.0321501 38.9238064),Nodo 1259,,
POINT (-77.0321762 38.9240367),Nodo 1260,,
POINT (-77.0297234 38.9237702),Nodo 1261,,
POINT (-77.0292969 38.9237629),Nodo 1262,,
POINT (-77.0280377 38.9237572),Nodo 1263,,
POINT (-77.0285458 38.9233529),Nodo 1264,,
POINT (-77.0280483 38.9233587),Nodo 1265,,
POINT (-77.0280467 38.9228226),Nodo 1266,,
POINT (-77.0275652 38.922831),Nodo 1267,,
POINT (-77.0270391 38.9228429),Nodo 1268,,
POINT (-77.0270358 38.9237661),Nodo 1269,,
POINT (-77.0265902 38.9238065),Nodo 1270,,
POINT (-77.0255465 38.9239103),Nodo 1271,,
POINT (-77.0254301 38.923914),Nodo 1272,,
POINT (-77.0253378 38.922956),Nodo 1273,,
POINT (-77.0252402 38.921057),Nodo 1274,,
POINT (-77.0243624 38.9230009),Nodo 1275,,
POINT (-77.0251243 38.9239499),Nodo 1276,,
POINT (-77.0244859 38.9239964),Nodo 1277,,
POINT (-77.0225313 38.924179),Nodo 1278,,
POINT (-77.0222503 38.9223364),Nodo 1279,,
POINT (-77.0410257 38.9230866),Nodo 1280,,
POINT (-77.0402694 38.9237001),Nodo 1281,,
POINT (-77.0403445 38.9242468),Nodo 1282,,
POINT (-77.0405282 38.9241363),Nodo 1283,,
POINT (-77.0401634 38.9243867),Nodo 1284,,
POINT (-77.0391549 38.9249),Nodo 1285,,
POINT (-77.0390422 38.9246913),Nodo 1286,,
POINT (-77.037862 38.924708),Nodo 1287,,
POINT (-77.0379693 38.9256387),Nodo 1288,,
POINT (-77.0370373 38.9261843),Nodo 1289,,
POINT (-77.0368348 38.9261906),Nodo 1290,,
POINT (-77.036942 38.9262981),Nodo 1291,,
POINT (-77.0364807 38.9258755),Nodo 1292,,
POINT (-77.0364856 38.9247652),Nodo 1293,,
POINT (-77.0364802 38.9262968),Nodo 1294,,
POINT (-77.0366915 38.9264448),Nodo 1295,,
POINT (-77.0364863 38.9265303),Nodo 1296,,
POINT (-77.0355502 38.9270384),Nodo 1297,,
POINT (-77.0355018 38.9263346),Nodo 1298,,
POINT (-77.0354267 38.925333),Nodo 1299,,
POINT (-77.0354321 38.9247696),Nodo 1300,,
POINT (-77.0348527 38.9253539),Nodo 1301,,
POINT (-77.0348581 38.9258672),Nodo 1302,,
POINT (-77.0349332 38.9263513),Nodo 1303,,
POINT (-77.0323958 38.9265558),Nodo 1304,,
POINT (-77.0323529 38.9257294),Nodo 1305,,
POINT (-77.0323583 38.9254999),Nodo 1306,,
POINT (-77.0322329 38.9247323),Nodo 1307,,
POINT (-77.0322309 38.9245276),Nodo 1308,,
POINT (-77.0297257 38.9247404),Nodo 1309,,
POINT (-77.0297632 38.9257504),Nodo 1310,,
POINT (-77.0297364 38.9267394),Nodo 1311,,
POINT (-77.0270261 38.9267436),Nodo 1312,,
POINT (-77.0270421 38.9257587),Nodo 1313,,
POINT (-77.027069 38.9247613),Nodo 1314,,
POINT (-77.026746 38.9247801),Nodo 1315,,
POINT (-77.0265488 38.9248218),Nodo 1316,,
POINT (-77.0266454 38.9257817),Nodo 1317,,
POINT (-77.0265166 38.9258192),Nodo 1318,,
POINT (-77.0276807 38.9257817),Nodo 1319,,
POINT (-77.029054 38.9267123),Nodo 1320,,
POINT (-77.0266711 38.9267665),Nodo 1321,,
POINT (-77.026014 38.9268542),Nodo 1322,,
POINT (-77.0258879 38.9268584),Nodo 1323,,
POINT (-77.0259094 38.9263659),Nodo 1324,,
POINT (-77.0258155 38.9263764),Nodo 1325,,
POINT (-77.0258544 38.9258631),Nodo 1326,,
POINT (-77.0257578 38.925885),Nodo 1327,,
POINT (-77.0256742 38.9253866),Nodo 1328,,
POINT (-77.0256992 38.9248701),Nodo 1329,,
POINT (-77.0255872 38.9248821),Nodo 1330,,
POINT (-77.0252733 38.9249128),Nodo 1331,,
POINT (-77.023358 38.9251184),Nodo 1332,,
POINT (-77.0226982 38.9251538),Nodo 1333,,
POINT (-77.0251588 38.9244465),Nodo 1334,,
POINT (-77.0225912 38.9245246),Nodo 1335,,
POINT (-77.0235099 38.9260679),Nodo 1336,,
POINT (-77.0234509 38.9256089),Nodo 1337,,
POINT (-77.0228232 38.9261389),Nodo 1338,,
POINT (-77.0229252 38.9266355),Nodo 1339,,
POINT (-77.0229842 38.9272198),Nodo 1340,,
POINT (-77.0325352 38.9275066),Nodo 1341,,
POINT (-77.0297672 38.9276234),Nodo 1342,,
POINT (-77.0311083 38.9267303),Nodo 1343,,
POINT (-77.0297457 38.9272436),Nodo 1344,,
POINT (-77.0271927 38.9272831),Nodo 1345,,
POINT (-77.0272517 38.9277255),Nodo 1346,,
POINT (-77.0261252 38.9278214),Nodo 1347,,
POINT (-77.0260273 38.9278256),Nodo 1348,,
POINT (-77.0260511 38.9273396),Nodo 1349,,
POINT (-77.0259519 38.9273454),Nodo 1350,,
POINT (-77.0259092 38.9271143),Nodo 1351,,
POINT (-77.0241389 38.9270131),Nodo 1352,,
POINT (-77.0242086 38.9272844),Nodo 1353,,
POINT (-77.0242516 38.9275348),Nodo 1354,,
POINT (-77.0242891 38.9277768),Nodo 1355,,
POINT (-77.0243213 38.9279938),Nodo 1356,,
POINT (-77.0231384 38.928119),Nodo 1357,,
POINT (-77.0230419 38.9276224),Nodo 1358,,
POINT (-77.0364949 38.926863),Nodo 1359,,
POINT (-77.0367256 38.927009),Nodo 1360,,
POINT (-77.0367203 38.9271426),Nodo 1361,,
POINT (-77.0365271 38.9271885),Nodo 1362,,
POINT (-77.0364836 38.928682),Nodo 1363,,
POINT (-77.0361993 38.9286653),Nodo 1364,,
POINT (-77.0353088 38.9286486),Nodo 1365,,
POINT (-77.0346329 38.9286736),Nodo 1366,,
POINT (-77.0326523 38.9287613),Nodo 1367,,
POINT (-77.0325504 38.9280226),Nodo 1368,,
POINT (-77.0332638 38.9280101),Nodo 1369,,
POINT (-77.0332156 38.9274885),Nodo 1370,,
POINT (-77.0317834 38.9286719),Nodo 1371,,
POINT (-77.0304799 38.9286302),Nodo 1372,,
POINT (-77.0318114 38.9275452),Nodo 1373,,
POINT (-77.0297086 38.9286135),Nodo 1374,,
POINT (-77.0278739 38.9286636),Nodo 1375,,
POINT (-77.0278739 38.928192),Nodo 1376,,
POINT (-77.0292365 38.927662),Nodo 1377,,
POINT (-77.0277506 38.9277413),Nodo 1378,,
POINT (-77.0275141 38.9287095),Nodo 1379,,
POINT (-77.0270474 38.9287262),Nodo 1380,,
POINT (-77.0268811 38.9277789),Nodo 1381,,
POINT (-77.026924 38.9280919),Nodo 1382,,
POINT (-77.026629 38.9287763),Nodo 1383,,
POINT (-77.0262916 38.9288087),Nodo 1384,,
POINT (-77.0261784 38.9288191),Nodo 1385,,
POINT (-77.0258538 38.9288493),Nodo 1386,,
POINT (-77.025676 38.9279231),Nodo 1387,,
POINT (-77.0239594 38.9290624),Nodo 1388,,
POINT (-77.0232299 38.9290415),Nodo 1389,,
POINT (-77.0364285 38.9291539),Nodo 1390,,
POINT (-77.036477 38.9299708),Nodo 1391,,
POINT (-77.0368315 38.9305926),Nodo 1392,,
POINT (-77.0364667 38.9304716),Nodo 1393,,
POINT (-77.0364466 38.9307679),Nodo 1394,,
POINT (-77.0364627 38.9316525),Nodo 1395,,
POINT (-77.0359933 38.9314439),Nodo 1396,,
POINT (-77.0348695 38.9310287),Nodo 1397,,
POINT (-77.0327746 38.9302849),Nodo 1398,,
POINT (-77.0318841 38.929684),Nodo 1399,,
POINT (-77.0318144 38.9291164),Nodo 1400,,
POINT (-77.0303285 38.9291748),Nodo 1401,,
POINT (-77.0303231 38.9286574),Nodo 1402,,
POINT (-77.030366 38.9296589),Nodo 1403,,
POINT (-77.0297276 38.9296589),Nodo 1404,,
POINT (-77.0277603 38.9296798),Nodo 1405,,
POINT (-77.0264544 38.9297941),Nodo 1406,,
POINT (-77.0263404 38.9298149),Nodo 1407,,
POINT (-77.0271464 38.9287717),Nodo 1408,,
POINT (-77.0263605 38.9290492),Nodo 1409,,
POINT (-77.0257774 38.929887),Nodo 1410,,
POINT (-77.0240554 38.9300122),Nodo 1411,,
POINT (-77.0233871 38.9300202),Nodo 1412,,
POINT (-77.0308585 38.9309453),Nodo 1413,,
POINT (-77.0297266 38.9313167),Nodo 1414,,
POINT (-77.0297051 38.9306949),Nodo 1415,,
POINT (-77.0292545 38.9307199),Nodo 1416,,
POINT (-77.0290829 38.9306657),Nodo 1417,,
POINT (-77.0279188 38.9301566),Nodo 1418,,
POINT (-77.0279778 38.9306907),Nodo 1419,,
POINT (-77.0281655 38.9312874),Nodo 1420,,
POINT (-77.0282728 38.9318299),Nodo 1421,,
POINT (-77.0275486 38.9320761),Nodo 1422,,
POINT (-77.0277149 38.9313542),Nodo 1423,,
POINT (-77.0272697 38.9312374),Nodo 1424,,
POINT (-77.0270658 38.9307283),Nodo 1425,,
POINT (-77.0268392 38.9323036),Nodo 1426,,
POINT (-77.0267063 38.9323293),Nodo 1427,,
POINT (-77.0267479 38.9318067),Nodo 1428,,
POINT (-77.0266071 38.9317649),Nodo 1429,,
POINT (-77.0265831 38.9307746),Nodo 1430,,
POINT (-77.026465 38.9307892),Nodo 1431,,
POINT (-77.0242161 38.9305116),Nodo 1432,,
POINT (-77.0243073 38.930979),Nodo 1433,,
POINT (-77.0235455 38.931053),Nodo 1434,,
POINT (-77.0258889 38.9318484),Nodo 1435,,
POINT (-77.0236949 38.9320278),Nodo 1436,,
POINT (-77.0364954 38.9326135),Nodo 1437,,
POINT (-77.0357908 38.9323518),Nodo 1438,,
POINT (-77.0327716 38.9312762),Nodo 1439,,
POINT (-77.0321805 38.93152),Nodo 1440,,
POINT (-77.030885 38.9319603),Nodo 1441,,
POINT (-77.0302544 38.9322054),Nodo 1442,,
POINT (-77.0297367 38.9323702),Nodo 1443,,
POINT (-77.0296938 38.9318777),Nodo 1444,,
POINT (-77.0284949 38.9327812),Nodo 1445,,
POINT (-77.0284359 38.9324536),Nodo 1446,,
POINT (-77.028393 38.9322971),Nodo 1447,,
POINT (-77.0276688 38.9329084),Nodo 1448,,
POINT (-77.0274596 38.9328375),Nodo 1449,,
POINT (-77.0270492 38.9327561),Nodo 1450,,
POINT (-77.0268876 38.9327284),Nodo 1451,,
POINT (-77.0267555 38.932742),Nodo 1452,,
POINT (-77.026357 38.9334094),Nodo 1453,,
POINT (-77.0247315 38.9335595),Nodo 1454,,
POINT (-77.0262248 38.9328067),Nodo 1455,,
POINT (-77.0257929 38.9328484),Nodo 1456,,
POINT (-77.0256991 38.9323685),Nodo 1457,,
POINT (-77.0246181 38.9329444),Nodo 1458,,
POINT (-77.0244599 38.9329465),Nodo 1459,,
POINT (-77.0238249 38.9330203),Nodo 1460,,
POINT (-77.0364263 38.9332398),Nodo 1461,,
POINT (-77.0327624 38.9319045),Nodo 1462,,
POINT (-77.0327302 38.9324857),Nodo 1463,,
POINT (-77.0322367 38.9324857),Nodo 1464,,
POINT (-77.0321777 38.9320601),Nodo 1465,,
POINT (-77.0308741 38.9324607),Nodo 1466,,
POINT (-77.0364585 38.9344136),Nodo 1467,,
POINT (-77.0353051 38.9339954),Nodo 1468,,
POINT (-77.0341142 38.9335552),Nodo 1469,,
POINT (-77.0327919 38.9334759),Nodo 1470,,
POINT (-77.0327329 38.9331859),Nodo 1471,,
POINT (-77.032226 38.9331629),Nodo 1472,,
POINT (-77.0322233 38.9328228),Nodo 1473,,
POINT (-77.0308875 38.9328249),Nodo 1474,,
POINT (-77.0308875 38.9331879),Nodo 1475,,
POINT (-77.036457 38.9349324),Nodo 1476,,
POINT (-77.0353895 38.9345444),Nodo 1477,,
POINT (-77.0352875 38.9346737),Nodo 1478,,
POINT (-77.0349764 38.9345277),Nodo 1479,,
POINT (-77.0345043 38.9343608),Nodo 1480,,
POINT (-77.0332544 38.9341563),Nodo 1481,,
POINT (-77.0330023 38.9338433),Nodo 1482,,
POINT (-77.0327287 38.9338725),Nodo 1483,,
POINT (-77.0322352 38.93386),Nodo 1484,,
POINT (-77.032203 38.9335137),Nodo 1485,,
POINT (-77.030878 38.933522),Nodo 1486,,
POINT (-77.0309048 38.9338517),Nodo 1487,,
POINT (-77.036221 38.9348824),Nodo 1488,,
POINT (-77.0364494 38.9367985),Nodo 1489,,
POINT (-77.0360953 38.9367798),Nodo 1490,,
POINT (-77.0359202 38.9365224),Nodo 1491,,
POINT (-77.0354576 38.9360567),Nodo 1492,,
POINT (-77.0358787 38.9354329),Nodo 1493,,
POINT (-77.0348282 38.9354942),Nodo 1494,,
POINT (-77.0349811 38.93515),Nodo 1495,,
POINT (-77.0341738 38.9348474),Nodo 1496,,
POINT (-77.0343106 38.9346242),Nodo 1497,,
POINT (-77.0335035 38.9351621),Nodo 1498,,
POINT (-77.0327537 38.9349931),Nodo 1499,,
POINT (-77.0327537 38.9345759),Nodo 1500,,
